MM/DD/YYYY,ID,YEAR,MONTH,DAY,TAVG,TAVG_FLAGS,TMAX,TMAX_FLAGS,TMIN,TMIN_FLAGS,PRCP,PRCP_FLAGS,SNOW,SNOW_FLAGS,SNWD,SNWD_FLAGS,WT16,WT16_FLAGS,WT03,WT03_FLAGS,PGTM,PGTM_FLAGS,WDFG,WDFG_FLAGS,WSFG,WSFG_FLAGS,WT01,WT01_FLAGS,WT08,WT08_FLAGS,TOBS,TOBS_FLAGS,WT11,WT11_FLAGS,ACMH,ACMH_FLAGS,ACSH,ACSH_FLAGS,PSUN,PSUN_FLAGS,TSUN,TSUN_FLAGS,WDFM,WDFM_FLAGS,WSFM,WSFM_FLAGS,WT05,WT05_FLAGS,WDF1,WDF1_FLAGS,WSF1,WSF1_FLAGS,AWND,AWND_FLAGS,FMTM,FMTM_FLAGS,WT12,WT12_FLAGS,WT10,WT10_FLAGS,WESD,WESD_FLAGS,WT14,WT14_FLAGS,WDF2,WDF2_FLAGS,WSF2,WSF2_FLAGS,WV20,WV20_FLAGS,WT13,WT13_FLAGS,WDF5,WDF5_FLAGS,WSF5,WSF5_FLAGS,WV03,WV03_FLAGS,WT02,WT02_FLAGS,WT07,WT07_FLAGS,WT18,WT18_FLAGS
2018-06-08,USW00022521,2018,06,8,269.0,H_S,311.0,__W,239.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,81.0,__W,nan,nan,nan,nan,80.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-09,USW00022521,2018,06,9,276.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,98.0,__W,nan,nan,nan,nan,60.0,__W,121.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-10,USW00022521,2018,06,10,272.0,H_S,306.0,__W,244.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,107.0,__W,nan,nan,nan,nan,60.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-11,USW00022521,2018,06,11,271.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,98.0,__W,nan,nan,nan,nan,50.0,__W,157.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-12,USW00022521,2018,06,12,270.0,H_S,311.0,__W,244.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,103.0,__W,nan,nan,nan,nan,70.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-13,USW00022521,2018,06,13,270.0,H_S,306.0,__W,233.0,__W,20.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,94.0,__W,nan,nan,nan,nan,40.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-14,USW00022521,2018,06,14,264.0,H_S,322.0,__W,206.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,98.0,__W,nan,nan,nan,nan,80.0,__W,112.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-15,USW00022521,2018,06,15,274.0,H_S,322.0,__W,228.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__W,94.0,__W,nan,nan,nan,nan,40.0,__W,112.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-16,USW00022521,2018,06,16,268.0,H_S,311.0,__W,222.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90.0,__W,76.0,__W,nan,nan,nan,nan,120.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-17,USW00022521,2018,06,17,266.0,H_S,311.0,__W,222.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,81.0,__W,nan,nan,nan,nan,30.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-18,USW00022521,2018,06,18,266.0,H_S,317.0,__W,228.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,72.0,__W,nan,nan,nan,nan,50.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-19,USW00022521,2018,06,19,269.0,H_S,300.0,__W,233.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140.0,__W,81.0,__W,nan,nan,nan,nan,160.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-20,USW00022521,2018,06,20,271.0,H_S,322.0,__W,233.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,76.0,__W,nan,nan,nan,nan,60.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-21,USW00022521,2018,06,21,278.0,H_S,317.0,__W,233.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,98.0,__W,nan,nan,nan,nan,90.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-22,USW00022521,2018,06,22,276.0,H_S,311.0,__W,250.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,112.0,__W,nan,nan,nan,nan,50.0,__W,134.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-23,USW00022521,2018,06,23,274.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,112.0,__W,nan,nan,nan,nan,70.0,__W,148.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-24,USW00022521,2018,06,24,264.0,H_S,300.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,112.0,__W,nan,nan,nan,nan,50.0,__W,134.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-25,USW00022521,2018,06,25,264.0,H_S,306.0,__W,239.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,__W,103.0,__W,nan,nan,nan,nan,60.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-26,USW00022521,2018,06,26,264.0,H_S,306.0,__W,239.0,__W,3.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,116.0,__W,nan,nan,nan,nan,70.0,__W,174.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-27,USW00022521,2018,06,27,273.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,112.0,__W,nan,nan,nan,nan,50.0,__W,161.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-28,USW00022521,2018,06,28,267.0,H_S,300.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,107.0,__W,nan,nan,nan,nan,70.0,__W,134.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-29,USW00022521,2018,06,29,271.0,H_S,311.0,__W,239.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,103.0,__W,nan,nan,nan,nan,80.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-06-30,USW00022521,2018,06,30,268.0,H_S,306.0,__W,222.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__W,89.0,__W,nan,nan,nan,nan,30.0,__W,112.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-01,USW00022521,2018,07,1,269.0,H_S,311.0,__W,233.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,94.0,__W,nan,nan,nan,nan,30.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-02,USW00022521,2018,07,2,269.0,H_S,322.0,__W,228.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,98.0,__W,nan,nan,nan,nan,30.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-03,USW00022521,2018,07,3,271.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,107.0,__W,nan,nan,nan,nan,50.0,__W,152.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-04,USW00022521,2018,07,4,271.0,H_S,311.0,__W,239.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,98.0,__W,nan,nan,nan,nan,60.0,__W,121.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-05,USW00022521,2018,07,5,276.0,H_S,317.0,__W,244.0,__W,3.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,98.0,__W,nan,nan,nan,nan,60.0,__W,121.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-06,USW00022521,2018,07,6,275.0,H_S,311.0,__W,250.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,107.0,__W,nan,nan,nan,nan,80.0,__W,157.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-07,USW00022521,2018,07,7,269.0,H_S,306.0,__W,239.0,__W,8.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,116.0,__W,nan,nan,nan,nan,60.0,__W,165.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-08,USW00022521,2018,07,8,266.0,H_S,306.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,98.0,__W,nan,nan,nan,nan,80.0,__W,121.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-09,USW00022521,2018,07,9,269.0,H_S,317.0,__W,239.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,94.0,__W,nan,nan,nan,nan,60.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-10,USW00022521,2018,07,10,273.0,H_S,317.0,__W,233.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,107.0,__W,nan,nan,nan,nan,70.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-11,USW00022521,2018,07,11,273.0,H_S,306.0,__W,250.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,116.0,__W,nan,nan,nan,nan,70.0,__W,161.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-12,USW00022521,2018,07,12,269.0,H_S,311.0,__W,233.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__W,89.0,__W,nan,nan,nan,nan,50.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-13,USW00022521,2018,07,13,270.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,107.0,__W,nan,nan,nan,nan,70.0,__W,152.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-14,USW00022521,2018,07,14,273.0,H_S,317.0,__W,239.0,__W,15.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,89.0,__W,nan,nan,nan,nan,60.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-15,USW00022521,2018,07,15,279.0,H_S,317.0,__W,256.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,94.0,__W,nan,nan,nan,nan,80.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-16,USW00022521,2018,07,16,282.0,H_S,317.0,__W,261.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,107.0,__W,nan,nan,nan,nan,50.0,__W,139.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-17,USW00022521,2018,07,17,279.0,H_S,311.0,__W,244.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,98.0,__W,nan,nan,nan,nan,40.0,__W,134.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-18,USW00022521,2018,07,18,276.0,H_S,306.0,__W,261.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,103.0,__W,nan,nan,nan,nan,80.0,__W,148.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-19,USW00022521,2018,07,19,277.0,H_S,317.0,__W,256.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,112.0,__W,nan,nan,nan,nan,60.0,__W,139.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-20,USW00022521,2018,07,20,276.0,H_S,317.0,__W,250.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,89.0,__W,nan,nan,nan,nan,80.0,__W,112.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-21,USW00022521,2018,07,21,274.0,H_S,311.0,__W,250.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,__W,107.0,__W,nan,nan,nan,nan,40.0,__W,134.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-22,USW00022521,2018,07,22,273.0,H_S,317.0,__W,244.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,94.0,__W,nan,nan,nan,nan,70.0,__W,121.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-23,USW00022521,2018,07,23,274.0,H_S,322.0,__W,244.0,__W,30.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__W,94.0,__W,nan,nan,nan,nan,60.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-24,USW00022521,2018,07,24,282.0,H_S,311.0,__W,256.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,98.0,__W,nan,nan,nan,nan,70.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-25,USW00022521,2018,07,25,275.0,H_S,311.0,__W,256.0,__W,0.0,T_W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__W,94.0,__W,nan,nan,nan,nan,50.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
2018-07-26,USW00022521,2018,07,26,277.0,H_S,322.0,__W,250.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80.0,__W,107.0,__W,nan,nan,nan,nan,80.0,__W,139.0,__W,nan,nan,nan,nan,nan,nan,nan,nan
